Id,Date,Town,URI,AveragePrice,HousesSold
CityOfLondon1996-10-01T00:00Z,1996-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,98934,33.0
CityOfLondon1996-11-01T00:00Z,1996-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,99707,31.0
CityOfLondon1996-12-01T00:00Z,1996-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,106427,26.0
CityOfLondon1997-01-01T00:00Z,1997-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,116343,22.0
CityOfLondon1997-02-01T00:00Z,1997-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,111142,37.0
CityOfLondon1997-03-01T00:00Z,1997-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,107488,70.0
CityOfLondon1997-04-01T00:00Z,1997-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,108480,19.0
CityOfLondon1997-05-01T00:00Z,1997-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,115453,12.0
CityOfLondon1997-06-01T00:00Z,1997-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,118317,21.0
CityOfLondon1997-07-01T00:00Z,1997-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,117034,26.0
CityOfLondon1997-08-01T00:00Z,1997-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,113585,9.0
CityOfLondon1997-09-01T00:00Z,1997-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,115159,22.0
CityOfLondon1997-10-01T00:00Z,1997-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,121251,22.0
CityOfLondon1997-11-01T00:00Z,1997-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,131074,18.0
CityOfLondon1997-12-01T00:00Z,1997-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,130035,37.0
CityOfLondon1998-01-01T00:00Z,1998-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,124382,48.0
CityOfLondon1998-02-01T00:00Z,1998-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,143829,43.0
CityOfLondon1998-03-01T00:00Z,1998-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,156508,39.0
CityOfLondon1998-04-01T00:00Z,1998-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,163403,28.0
CityOfLondon1998-05-01T00:00Z,1998-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,143625,30.0
CityOfLondon1998-06-01T00:00Z,1998-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,132251,32.0
CityOfLondon1998-07-01T00:00Z,1998-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,140377,17.0
CityOfLondon1998-08-01T00:00Z,1998-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,148993,34.0
CityOfLondon1998-09-01T00:00Z,1998-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,152807,40.0
CityOfLondon1998-10-01T00:00Z,1998-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,162020,42.0
CityOfLondon1998-11-01T00:00Z,1998-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,152387,23.0
CityOfLondon1998-12-01T00:00Z,1998-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,155801,48.0
CityOfLondon1999-01-01T00:00Z,1999-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,149143,41.0
CityOfLondon1999-02-01T00:00Z,1999-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,164545,31.0
CityOfLondon1999-03-01T00:00Z,1999-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,174586,53.0
CityOfLondon1999-04-01T00:00Z,1999-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,191157,28.0
CityOfLondon1999-05-01T00:00Z,1999-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,191081,35.0
CityOfLondon1999-06-01T00:00Z,1999-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,185993,63.0
CityOfLondon1999-07-01T00:00Z,1999-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,164056,42.0
CityOfLondon1999-08-01T00:00Z,1999-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,160905,58.0
CityOfLondon1999-09-01T00:00Z,1999-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,166193,30.0
CityOfLondon1999-10-01T00:00Z,1999-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,163490,29.0
CityOfLondon1999-11-01T00:00Z,1999-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,175143,29.0
CityOfLondon1999-12-01T00:00Z,1999-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,169309,97.0
CityOfLondon2000-01-01T00:00Z,2000-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,173738,24.0
CityOfLondon2000-02-01T00:00Z,2000-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,174152,55.0
CityOfLondon2000-03-01T00:00Z,2000-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,178339,48.0
CityOfLondon2000-04-01T00:00Z,2000-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,183101,58.0
CityOfLondon2000-05-01T00:00Z,2000-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,175041,38.0
CityOfLondon2000-06-01T00:00Z,2000-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,198191,60.0
CityOfLondon2000-07-01T00:00Z,2000-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,214852,33.0
CityOfLondon2000-08-01T00:00Z,2000-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,221952,22.0
CityOfLondon2000-09-01T00:00Z,2000-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,223175,20.0
CityOfLondon2000-10-01T00:00Z,2000-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,245062,19.0
CityOfLondon2000-11-01T00:00Z,2000-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,321773,18.0
CityOfLondon2000-12-01T00:00Z,2000-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,314772,33.0
CityOfLondon2001-01-01T00:00Z,2001-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,284262,24.0
CityOfLondon2001-02-01T00:00Z,2001-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,198137,37.0
CityOfLondon2001-03-01T00:00Z,2001-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,189033,44.0
CityOfLondon2001-04-01T00:00Z,2001-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,205494,38.0
CityOfLondon2001-05-01T00:00Z,2001-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,223459,30.0
CityOfLondon2001-06-01T00:00Z,2001-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,242435,36.0
CityOfLondon2001-07-01T00:00Z,2001-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,230700,40.0
CityOfLondon2001-08-01T00:00Z,2001-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,231632,30.0
CityOfLondon2001-09-01T00:00Z,2001-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,229806,30.0
CityOfLondon2001-10-01T00:00Z,2001-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,263887,26.0
CityOfLondon2001-11-01T00:00Z,2001-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,346458,15.0
CityOfLondon2001-12-01T00:00Z,2001-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,362204,17.0
CityOfLondon2002-01-01T00:00Z,2002-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,344239,30.0
CityOfLondon2002-02-01T00:00Z,2002-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,284015,12.0
CityOfLondon2002-03-01T00:00Z,2002-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,253697,47.0
CityOfLondon2002-04-01T00:00Z,2002-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,245313,31.0
CityOfLondon2002-05-01T00:00Z,2002-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,227281,30.0
CityOfLondon2002-06-01T00:00Z,2002-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,253130,25.0
CityOfLondon2002-07-01T00:00Z,2002-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,262428,26.0
CityOfLondon2002-08-01T00:00Z,2002-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,274016,51.0
CityOfLondon2002-09-01T00:00Z,2002-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,277047,49.0
CityOfLondon2002-10-01T00:00Z,2002-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,271941,19.0
CityOfLondon2002-11-01T00:00Z,2002-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,280283,28.0
CityOfLondon2002-12-01T00:00Z,2002-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,262197,44.0
CityOfLondon2003-01-01T00:00Z,2003-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,261645,32.0
CityOfLondon2003-02-01T00:00Z,2003-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,263992,20.0
CityOfLondon2003-03-01T00:00Z,2003-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,291969,31.0
CityOfLondon2003-04-01T00:00Z,2003-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,295174,30.0
CityOfLondon2003-05-01T00:00Z,2003-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,284860,38.0
CityOfLondon2003-06-01T00:00Z,2003-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,267208,84.0
CityOfLondon2003-07-01T00:00Z,2003-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,260204,48.0
CityOfLondon2003-08-01T00:00Z,2003-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,245449,46.0
CityOfLondon2003-09-01T00:00Z,2003-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,243184,38.0
CityOfLondon2003-10-01T00:00Z,2003-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,252980,33.0
CityOfLondon2003-11-01T00:00Z,2003-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,277515,42.0
CityOfLondon2003-12-01T00:00Z,2003-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,305556,38.0
CityOfLondon2004-01-01T00:00Z,2004-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,326913,98.0
CityOfLondon2004-02-01T00:00Z,2004-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,301092,16.0
CityOfLondon2004-03-01T00:00Z,2004-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,272731,20.0
CityOfLondon2004-04-01T00:00Z,2004-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,269514,25.0
CityOfLondon2004-05-01T00:00Z,2004-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,280062,22.0
CityOfLondon2004-06-01T00:00Z,2004-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,297421,38.0
CityOfLondon2004-07-01T00:00Z,2004-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,298293,34.0
CityOfLondon2004-08-01T00:00Z,2004-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,307094,46.0
CityOfLondon2004-09-01T00:00Z,2004-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,305126,27.0
CityOfLondon2004-10-01T00:00Z,2004-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,289912,24.0
CityOfLondon2004-11-01T00:00Z,2004-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,333075,13.0
CityOfLondon2004-12-01T00:00Z,2004-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,331161,14.0
CityOfLondon2005-01-01T00:00Z,2005-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,330363,17.0
CityOfLondon2005-02-01T00:00Z,2005-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,288867,18.0
CityOfLondon2005-03-01T00:00Z,2005-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,304851,18.0
CityOfLondon2005-04-01T00:00Z,2005-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,317398,32.0
CityOfLondon2005-05-01T00:00Z,2005-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,311442,20.0
CityOfLondon2005-06-01T00:00Z,2005-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,282866,33.0
CityOfLondon2005-07-01T00:00Z,2005-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,283641,29.0
CityOfLondon2005-08-01T00:00Z,2005-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,305351,26.0
CityOfLondon2005-09-01T00:00Z,2005-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,310906,37.0
CityOfLondon2005-10-01T00:00Z,2005-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,338837,14.0
CityOfLondon2005-11-01T00:00Z,2005-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,327256,29.0
CityOfLondon2005-12-01T00:00Z,2005-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,339626,30.0
CityOfLondon2006-01-01T00:00Z,2006-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,316121,19.0
CityOfLondon2006-02-01T00:00Z,2006-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,323653,17.0
CityOfLondon2006-03-01T00:00Z,2006-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,325106,28.0
CityOfLondon2006-04-01T00:00Z,2006-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,319580,24.0
CityOfLondon2006-05-01T00:00Z,2006-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,313126,22.0
CityOfLondon2006-06-01T00:00Z,2006-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,304977,29.0
CityOfLondon2006-07-01T00:00Z,2006-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,338307,25.0
CityOfLondon2006-08-01T00:00Z,2006-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,358438,30.0
CityOfLondon2006-09-01T00:00Z,2006-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,377545,24.0
CityOfLondon2006-10-01T00:00Z,2006-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,365177,33.0
CityOfLondon2006-11-01T00:00Z,2006-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,354438,21.0
CityOfLondon2006-12-01T00:00Z,2006-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,365755,22.0
CityOfLondon2007-01-01T00:00Z,2007-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,360923,20.0
CityOfLondon2007-02-01T00:00Z,2007-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,399437,25.0
CityOfLondon2007-03-01T00:00Z,2007-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,403144,28.0
CityOfLondon2007-04-01T00:00Z,2007-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,419005,22.0
CityOfLondon2007-05-01T00:00Z,2007-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,411183,22.0
CityOfLondon2007-06-01T00:00Z,2007-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,436079,19.0
CityOfLondon2007-07-01T00:00Z,2007-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,467348,32.0
CityOfLondon2007-08-01T00:00Z,2007-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,473887,27.0
CityOfLondon2007-09-01T00:00Z,2007-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,463525,23.0
CityOfLondon2007-10-01T00:00Z,2007-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,456422,19.0
CityOfLondon2007-11-01T00:00Z,2007-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,450831,22.0
CityOfLondon2007-12-01T00:00Z,2007-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,464277,11.0
CityOfLondon2008-01-01T00:00Z,2008-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,471861,16.0
CityOfLondon2008-02-01T00:00Z,2008-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,453707,33.0
CityOfLondon2008-03-01T00:00Z,2008-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,404849,6.0
CityOfLondon2008-04-01T00:00Z,2008-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,382571,5.0
CityOfLondon2008-05-01T00:00Z,2008-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,389733,29.0
CityOfLondon2008-06-01T00:00Z,2008-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,420665,9.0
CityOfLondon2008-07-01T00:00Z,2008-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,442352,11.0
CityOfLondon2008-08-01T00:00Z,2008-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,472397,8.0
CityOfLondon2008-09-01T00:00Z,2008-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,466082,6.0
CityOfLondon2008-10-01T00:00Z,2008-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,440012,9.0
CityOfLondon2008-11-01T00:00Z,2008-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,396155,2.0
CityOfLondon2008-12-01T00:00Z,2008-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,387178,6.0
CityOfLondon2009-01-01T00:00Z,2009-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,400317,5.0
CityOfLondon2009-02-01T00:00Z,2009-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,393361,6.0
CityOfLondon2009-03-01T00:00Z,2009-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,399220,8.0
CityOfLondon2009-04-01T00:00Z,2009-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,345338,9.0
CityOfLondon2009-05-01T00:00Z,2009-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,373504,6.0
CityOfLondon2009-06-01T00:00Z,2009-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,348751,18.0
CityOfLondon2009-07-01T00:00Z,2009-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,379109,20.0
CityOfLondon2009-08-01T00:00Z,2009-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,360545,20.0
CityOfLondon2009-09-01T00:00Z,2009-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,391138,19.0
CityOfLondon2009-10-01T00:00Z,2009-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,399867,19.0
CityOfLondon2009-11-01T00:00Z,2009-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,397909,11.0
CityOfLondon2009-12-01T00:00Z,2009-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,411955,16.0
CityOfLondon2010-01-01T00:00Z,2010-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,464436,20.0
CityOfLondon2010-02-01T00:00Z,2010-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,490525,9.0
CityOfLondon2010-03-01T00:00Z,2010-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,498241,15.0
CityOfLondon2010-04-01T00:00Z,2010-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,458246,22.0
CityOfLondon2010-05-01T00:00Z,2010-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,454928,21.0
CityOfLondon2010-06-01T00:00Z,2010-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,428120,29.0
CityOfLondon2010-07-01T00:00Z,2010-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,420234,24.0
CityOfLondon2010-08-01T00:00Z,2010-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,442597,21.0
CityOfLondon2010-09-01T00:00Z,2010-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,455290,20.0
CityOfLondon2010-10-01T00:00Z,2010-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,456016,12.0
CityOfLondon2010-11-01T00:00Z,2010-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,430305,12.0
CityOfLondon2010-12-01T00:00Z,2010-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,445016,31.0
CityOfLondon2011-01-01T00:00Z,2011-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,442413,16.0
CityOfLondon2011-02-01T00:00Z,2011-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,504009,12.0
CityOfLondon2011-03-01T00:00Z,2011-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,475353,19.0
CityOfLondon2011-04-01T00:00Z,2011-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,516319,21.0
CityOfLondon2011-05-01T00:00Z,2011-05-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,459477,28.0
CityOfLondon2011-06-01T00:00Z,2011-06-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,466525,22.0
CityOfLondon2011-07-01T00:00Z,2011-07-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,420435,19.0
CityOfLondon2011-08-01T00:00Z,2011-08-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,421486,27.0
CityOfLondon2011-09-01T00:00Z,2011-09-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,436019,25.0
CityOfLondon2011-10-01T00:00Z,2011-10-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,450034,21.0
CityOfLondon2011-11-01T00:00Z,2011-11-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,478809,21.0
CityOfLondon2011-12-01T00:00Z,2011-12-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,496291,24.0
CityOfLondon2012-01-01T00:00Z,2012-01-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,525723,11.0
CityOfLondon2012-02-01T00:00Z,2012-02-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,510537,17.0
CityOfLondon2012-03-01T00:00Z,2012-03-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,527408,9.0
CityOfLondon2012-04-01T00:00Z,2012-04-01T00:00:00Z,City Of London,https://www.wikidata.org/wiki/Q23311,524290,12.0
